LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,delay_count,max_delay,avg_delay,recent_delay,severe_delay_count,total_bill_amt,avg_bill_amt,max_bill_amt,bill_trend,total_pay_amt,avg_pay_amt,max_pay_amt,payment_to_bill_ratio,utilization_proxy
50000,1,1,2,32,0,0,0,-1,0,0,20542,10858,0,777,793,26793,1411,0,777,16,26000,1000,0,0,0,0.0,0,0,59763,9960.5,26793,-6251,29204,4867.333333333333,26000,0.4886553778194231,0.1992060158796824
180000,1,1,2,30,1,-1,-1,-2,-2,-2,0,1186,0,0,0,0,1186,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,1186,197.66666666666666,1186,0,1186,197.66666666666666,1186,0.9991575400168492,0.0010981420473589962
100000,1,2,2,34,2,2,2,2,2,2,32685,36546,37152,36258,38512,37741,4400,1500,0,3000,0,4000,1,6,2,2.0,1,6,218894,36482.333333333336,38512,-5056,12900,2150.0,4400,0.05893236483245392,0.364819685136482
30000,1,1,2,30,1,2,2,2,0,0,21996,21356,23496,22820,23352,23963,0,2500,0,900,1000,1200,1,4,2,1.1666666666666667,1,3,136983,22830.5,23963,-1967,5600,933.3333333333334,2500,0.04088068679553816,0.7609913002899903
80000,1,1,1,37,2,2,2,2,2,2,57844,59038,57501,60424,61811,63142,2700,0,4500,2500,2500,2400,0,6,2,2.0,1,6,359760,59960.0,63142,-5298,14600,2433.3333333333335,4500,0.04058249782494489,0.7494906313671079
500000,2,1,1,39,-1,0,-1,-1,-1,-1,28852,112344,26834,33120,21771,52277,90668,26834,33452,21881,52539,57159,0,0,0,0.0,0,0,275198,45866.333333333336,112344,-23425,282533,47088.833333333336,90668,1.026649806140284,0.09173248320170027
150000,2,2,2,33,-2,-2,-2,-2,-2,-2,6806,2774,0,500,399,0,2779,0,500,399,0,0,0,0,0,0.0,0,0,10479,1746.5,6806,6806,3678,613.0,2779,0.35095419847328246,0.01164325571162859
50000,2,2,2,22,1,2,0,0,2,0,8566,8287,9288,9990,9694,9879,0,1300,1000,0,500,500,0,3,2,0.8333333333333334,1,2,55704,9284.0,9990,-1313,3300,550.0,1300,0.059240642671214434,0.1856762864742705
260000,2,1,1,42,-2,-2,-2,-2,-2,-1,6000,4856,4328,15711,0,127395,4570,4353,17767,23209,127395,0,0,0,0,0.0,0,0,158290,26381.666666666668,127395,-121395,177294,29549.0,127395,1.120051045226829,0.1014675584581085
410000,2,2,1,35,0,-1,-1,0,-1,-1,11193,1831,13745,6033,8326,8926,1831,13745,121,8326,8926,26392,0,0,0,0.0,0,0,50054,8342.333333333334,13745,2267,59341,9890.166666666666,26392,1.1855159324742783,0.02034710484445973
50000,2,3,1,33,0,0,0,0,0,0,39847,37561,36725,35346,33810,32788,1719,1783,1200,1200,1500,1000,0,0,0,0.0,0,0,216077,36012.833333333336,39847,7059,8402,1400.3333333333333,1783,0.03888410666518572,0.7202422618214303
100000,2,2,1,39,0,0,0,0,0,0,100549,94471,57529,58070,58615,58760,3711,3155,1696,1889,1764,1714,0,0,0,0.0,0,0,427994,71332.33333333333,100549,41789,13929,2321.5,3711,0.03254477271930747,0.7133162001713316
90000,2,3,1,37,0,0,0,0,0,0,62460,63354,64528,65815,67350,68605,2500,2300,2281,2519,2451,2300,0,0,0,0.0,0,0,392112,65352.0,68605,-6145,14351,2391.8333333333335,2519,0.03659914361421325,0.7261252652748302
50000,1,1,2,32,2,0,0,2,0,0,16434,17550,21414,20774,21177,21612,1688,4476,0,888,788,1088,0,2,2,0.6666666666666666,1,2,118961,19826.833333333332,21612,-5178,8928,1488.0,4476,0.07504917536692389,0.3965287360919448
200000,2,2,1,51,1,2,2,0,0,2,93215,95336,93114,94239,99428,101843,4300,0,3365,6700,4000,3500,0,4,2,1.1666666666666667,1,3,577175,96195.83333333333,101843,-8628,21865,3644.1666666666665,6700,0.03788272554645377,0.48097676178285775
240000,1,1,2,33,-1,-1,-1,-1,-1,-1,6785,57953,20367,6997,15607,44412,58243,20469,7032,15685,44513,20159,0,0,0,0.0,0,0,152121,25353.5,57953,-37627,166101,27683.5,58243,1.0918933487595484,0.10563914317023679
360000,1,1,2,29,-1,2,-1,0,0,-1,6167,3506,10845,8336,5878,12903,17,10859,380,187,12966,1038,1,1,2,0.3333333333333333,1,1,47635,7939.166666666667,12903,-6736,25447,4241.166666666667,12966,0.534196825929969,0.02205317948190885
170000,2,1,2,37,-1,-1,-1,-1,0,0,49699,32301,74152,38579,77819,47975,32305,74198,38804,66000,40970,25156,0,0,0,0.0,0,0,320525,53420.833333333336,77819,1724,277433,46238.833333333336,74198,0.8655553683632529,0.31423834761756303
80000,2,3,1,30,2,2,2,2,2,2,41687,42719,43018,44013,45058,46068,2000,1300,2000,1900,1900,0,1,6,2,2.0,1,6,262563,43760.5,46068,-4381,9100,1516.6666666666667,2000,0.03465821666336588,0.5469994125073436
260000,1,3,1,49,-2,-2,-2,-1,-1,-2,8654,15260,6790,10070,585,435,15328,6914,10098,585,435,427,0,0,0,0.0,0,0,41794,6965.666666666667,15260,8219,33787,5631.166666666667,15328,0.808398133748056,0.026790922599015644
70000,2,2,2,55,0,0,0,0,0,0,53214,54571,42413,42946,43843,44714,2230,2004,1537,1589,1598,1654,0,0,0,0.0,0,0,281701,46950.166666666664,54571,8500,10612,1768.6666666666667,2230,0.03767101405030848,0.6707070851368789
30000,2,3,2,43,0,0,0,0,0,0,26828,25352,26553,26554,18869,12359,1588,1789,790,471,352,121,0,0,0,0.0,0,0,136515,22752.5,26828,14469,5111,851.8333333333334,1789,0.03743883500835067,0.7583913869537682
290000,2,2,1,35,0,0,0,2,0,0,260698,267453,278924,235368,232117,230763,11019,20326,44,10035,10034,10062,0,1,2,0.3333333333333333,0,1,1505323,250887.16666666666,278924,29935,61520,10253.333333333334,20326,0.04086827819127311,0.8651251777292721
110000,2,2,1,46,0,0,0,0,0,0,110950,111750,111227,110849,110575,110394,4088,3912,3888,3975,4162,3945,1,0,0,0.0,0,0,665745,110957.5,111750,556,23970,3995.0,4162,0.03600472252180261,1.0086953754965864
110000,1,2,1,30,0,0,3,2,2,2,57503,66128,64477,65413,66520,68270,9600,0,2600,2300,3000,5200,1,4,3,1.5,0,4,388311,64718.5,68270,-10767,22700,3783.3333333333335,9600,0.05845814705700571,0.5883446514122599
200000,1,2,1,40,0,0,0,0,0,0,93700,95991,15040,14074,14758,15442,4512,2010,1000,1000,1000,0,0,0,0,0.0,0,0,249005,41500.833333333336,95991,78258,9522,1587.0,4512,0.03824004240861666,0.20750312915102093
70000,2,3,2,22,0,0,0,0,0,0,52899,45758,37858,29660,29519,29457,1726,3028,1026,1195,1060,1031,0,0,0,0.0,0,0,225151,37525.166666666664,52899,23442,9066,1511.0,3028,0.04026613132461626,0.5360661514359318
150000,2,2,2,29,0,0,0,0,0,0,84357,86398,64763,66093,62568,63828,2841,3000,1839,1773,1792,1846,0,0,0,0.0,0,0,428007,71334.5,86398,20529,13091,2181.8333333333335,3000,0.030585876899497207,0.4755601629322471
340000,2,2,2,43,0,0,2,0,0,0,106867,117152,113312,114379,113627,112193,12002,0,4387,4634,4519,2402,0,1,2,0.3333333333333333,0,1,677530,112921.66666666667,117152,-5326,27944,4657.333333333333,12002,0.04124386928420987,0.33212157219145433
30000,2,2,2,25,2,0,0,0,0,0,10343,11069,12082,12473,12623,27460,1200,1201,592,500,1500,0,1,1,2,0.3333333333333333,1,1,86050,14341.666666666666,27460,-17117,4993,832.1666666666666,1500,0.05802373011353732,0.47803962090152546
200000,1,1,1,40,-1,-1,-1,-1,-1,-1,390,394,388,822,386,540,400,390,830,400,550,310,0,0,0,0.0,0,0,2920,486.6666666666667,822,-150,2880,480.0,830,0.9859637110578569,0.0024333211667275
400000,2,2,2,44,-1,-1,-1,-1,-1,-1,4988,2986,96868,33745,5143,1601,3003,97353,33913,5168,1611,0,0,0,0,0.0,0,0,145331,24221.833333333332,96868,3387,141048,23508.0,97353,0.9705226653455536,0.06055443194725346
110000,2,2,1,41,0,0,0,0,0,0,52388,41742,43852,39840,32801,33174,1780,3306,1108,1126,1269,679,0,0,0,0.0,0,0,243797,40632.833333333336,52388,19214,9268,1544.6666666666667,3306,0.03801507805642376,0.3693860358845223
420000,1,2,1,36,0,0,0,0,0,0,56068,55115,19304,22304,28465,38182,15005,10013,10000,10000,20000,20000,0,0,0,0.0,0,0,219438,36573.0,56068,17886,85018,14169.666666666666,20000,0.3874334097402923,0.0870783640991331
150000,2,4,1,45,0,0,0,0,0,0,232587,259740,241615,139741,144692,124197,30032,25099,80000,120000,95000,30000,0,0,0,0.0,0,0,1142572,190428.66666666666,259740,108390,380131,63355.166666666664,120000,0.3326973418766241,1.269515981004571
290000,2,1,1,36,0,0,0,0,0,0,97733,91270,79396,69925,71794,73597,3500,3000,3000,3000,3000,3000,0,0,0,0.0,0,0,483715,80619.16666666667,97733,24136,18500,3083.3333333333335,3500,0.03824558211843313,0.27799616782930636
160000,1,1,1,58,1,-2,-2,-2,-1,-1,0,0,0,0,4816,0,0,0,0,4816,0,0,0,1,1,0.16666666666666666,1,0,4816,802.6666666666666,4816,0,4816,802.6666666666666,4816,0.9997924019099025,0.005016635312695962
50000,1,3,2,31,-1,-1,-1,-2,-2,-2,44461,8635,-2550,-3300,-3300,-3300,1000,0,0,0,0,0,1,0,0,0.0,0,0,40646,6774.333333333333,44461,47761,1000,166.66666666666666,1000,0.024602061652766502,0.1354839569875269
150000,1,1,2,25,0,0,0,0,0,0,132684,128111,120509,74837,74391,66932,5713,12137,9005,2528,3119,2548,0,0,0,0.0,0,0,597464,99577.33333333333,132684,65752,35050,5841.666666666667,12137,0.05866452428175709,0.6638444632591338
500000,2,1,2,29,0,0,-1,0,0,-1,82715,29004,104650,75583,26728,78226,7057,134011,8000,10000,78226,50000,0,0,0,0.0,0,0,396906,66151.0,104650,4489,287294,47882.333333333336,134011,0.723832031181108,0.1323017353965292
140000,2,2,2,26,0,0,0,0,0,0,54868,56983,59152,67288,71674,31374,3000,4000,9500,5000,2000,1400,0,0,0,0.0,0,0,341339,56889.833333333336,71674,23494,24900,4150.0,9500,0.07294779398839867,0.4063530498591677
200000,1,1,1,44,-1,-1,-1,-2,-1,-1,1785,750,0,0,708,15500,757,0,0,708,15699,0,0,0,0,0.0,0,0,18743,3123.8333333333335,15500,-13715,17164,2860.6666666666665,15699,0.9157063593683312,0.015619088571223811
230000,1,1,1,46,-1,-1,-1,0,0,0,519,518,2784,2360,1908,97,518,2784,32,0,0,0,1,0,0,0.0,0,0,8186,1364.3333333333333,2784,422,3334,555.6666666666666,2784,0.4072309759374618,0.005931858267282895
60000,2,2,2,26,0,0,0,0,0,0,53986,47413,36527,28170,28963,29456,2050,2011,1200,1400,1200,800,0,0,0,0.0,0,0,224515,37419.166666666664,53986,24530,8661,1443.5,2050,0.03857631527374441,0.6236423837380488
150000,1,2,1,38,-1,-1,-1,-1,-1,-1,509,14310,980,1000,1132,8774,14310,980,1000,1132,8774,10867,0,0,0,0.0,0,0,26705,4450.833333333333,14310,-8265,37063,6177.166666666667,14310,1.3878154721785367,0.029672024408726162
340000,2,1,2,29,-1,-1,-1,2,0,0,2688,11432,12411,9119,29280,23093,11486,12824,10,29047,6153,3523,0,1,2,0.3333333333333333,0,1,88023,14670.5,29280,-20405,63043,10507.166666666666,29047,0.716202399345633,0.043148402504698515
140000,1,1,2,30,0,0,-2,-2,-1,-1,5600,0,0,0,5302,10251,0,0,0,5302,5251,0,0,0,0,0.0,0,0,21153,3525.5,10251,-4651,10553,1758.8333333333333,5302,0.4988654627966342,0.025181962985978672
20000,2,1,1,41,1,3,2,0,0,-1,6249,5965,2417,1616,1616,3067,0,0,0,0,3067,0,0,3,3,1.0,1,2,20930,3488.3333333333335,6249,3182,3067,511.1666666666667,3067,0.146529071711815,0.17440794626935321
200000,2,1,2,26,0,-1,0,0,0,0,14513,84387,87121,87857,88766,90228,84387,5000,4000,4000,4000,3000,0,0,0,0.0,0,0,452872,75478.66666666667,90228,-75715,104387,17397.833333333332,84387,0.2304994998597841,0.3773914463761015
20000,1,3,1,44,-1,-1,-1,-1,0,0,2522,169,1261,1170,780,390,169,1261,1170,0,0,0,0,0,0,0.0,0,0,6292,1048.6666666666667,2522,2132,2600,433.3333333333333,1261,0.41315747656125856,0.05243071179774345
300000,2,1,1,29,0,0,0,0,0,0,64437,65905,67344,69268,70647,73044,2000,2000,2500,2100,3000,2000,0,0,0,0.0,0,0,410645,68440.83333333333,73044,-8607,13600,2266.6666666666665,3000,0.033118549797148886,0.22813535065994223
200000,2,1,1,64,-1,-1,-1,0,0,-1,2035,1261,69048,3352,1992,1176,1261,69054,2000,0,1176,11099,1,0,0,0.0,0,0,78864,13144.0,69048,859,84590,14098.333333333334,69054,1.072592404742281,0.06571967140164299
180000,1,1,2,28,0,0,0,0,0,0,180387,182361,184097,177870,169767,175867,9000,8500,8500,8000,14250,8000,0,0,0,0.0,0,0,1070349,178391.5,184097,4520,56250,9375.0,14250,0.05255290325594432,0.9910583830089833
30000,2,3,1,24,2,0,0,0,0,0,27896,29938,30061,29621,27956,29484,2506,1748,1003,1022,2000,1000,0,1,2,0.3333333333333333,1,1,174956,29159.333333333332,30061,-1588,9279,1546.5,2506,0.053035888818395376,0.9719453795984578
350000,1,1,1,62,-1,-1,-1,-1,-1,-1,83393,10237,14580,61024,86809,177816,10237,14580,61024,86809,177816,82610,0,0,0,0.0,0,0,433859,72309.83333333333,177816,-94423,433076,72179.33333333333,177816,0.9981929654727332,0.20659893352685657
160000,1,1,2,28,-1,-1,-1,0,0,-1,3236,-524,3003,737,0,894,0,3740,0,0,894,0,0,0,0,0.0,0,0,7346,1224.3333333333333,3236,2342,4634,772.3333333333334,3740,0.6307336327752824,0.007652035508111407
20000,2,3,1,42,2,0,0,0,2,2,20205,16882,18094,19592,19930,20353,1500,1500,1800,800,900,36,1,3,2,1.0,1,3,115056,19176.0,20353,-148,6536,1089.3333333333333,1800,0.05680662628088686,0.9587520623968802
130000,1,1,2,28,1,-1,-1,-2,-2,-2,0,3000,0,0,0,0,3000,0,0,0,0,1000,0,1,1,0.16666666666666666,1,0,3000,500.0,3000,0,4000,666.6666666666666,3000,1.3328890369876707,0.003846124260582611
180000,2,1,1,43,0,0,0,0,0,0,166569,144637,137261,135904,127905,129465,6000,6382,5000,4649,5084,4564,0,0,0,0.0,0,0,841741,140290.16666666666,166569,37104,31679,5279.833333333333,6382,0.037635047318537035,0.7793854848954542
220000,2,2,1,36,2,2,2,0,0,0,195725,197466,189149,187531,187856,186532,8200,0,7000,7000,7200,23700,1,3,2,1.0,1,3,1144259,190709.83333333334,197466,9193,53100,8850.0,23700,0.046405537203083214,0.8668589385199764
120000,2,2,2,25,0,0,0,0,0,0,54628,55235,45025,43834,43449,44675,2200,2000,1700,2000,2100,1500,0,0,0,0.0,0,0,286846,47807.666666666664,55235,9953,11500,1916.6666666666667,2200,0.04009105899660795,0.3983939022730366
500000,2,2,1,33,0,0,0,0,0,-1,48415,50588,32091,19615,23084,4528,15021,1408,392,7000,4528,22021,0,0,0,0.0,0,0,178321,29720.166666666668,50588,43887,50370,8395.0,22021,0.28246654927602877,0.05944021445290443
150000,2,1,2,29,-2,-2,-2,-2,-2,-2,2889,3469,1791,570,0,0,3469,1791,570,0,0,399,1,0,0,0.0,0,0,8719,1453.1666666666667,3469,2889,6229,1038.1666666666667,3469,0.7143348623853211,0.009687713193023159
180000,1,1,2,29,-1,-1,-1,-1,-1,-2,18213,4390,1016,4745,0,0,4390,1016,4745,0,0,1400,0,0,0,0.0,0,0,28364,4727.333333333333,18213,18213,11551,1925.1666666666667,4745,0.40722721664022565,0.02626281705842375
440000,1,1,2,30,-2,-2,-2,-2,-2,-2,390512,200426,170209,136020,101744,78482,10063,7784,4632,3458,2671,2027,0,0,0,0.0,0,0,1077393,179565.5,390512,312030,30635,5105.833333333333,10063,0.02843435177845802,0.40810248158526913
190000,2,2,1,35,0,0,0,0,0,0,189420,192058,185995,188649,190700,185912,8900,6700,6699,7400,6900,7400,0,0,0,0.0,0,0,1132734,188789.0,192058,3508,43999,7333.166666666667,8900,0.03884315395922259,0.9936210862048095
160000,2,2,1,40,-2,-2,-2,-2,-2,-2,766,766,766,766,0,27547,766,766,766,0,27547,20238,1,0,0,0.0,0,0,30611,5101.833333333333,27547,-26781,50083,8347.166666666666,27547,1.6360577551287077,0.031886259044214306
20000,1,2,1,37,0,0,0,0,-1,-1,6372,2818,3734,3826,2110,2054,1100,1000,500,2110,2054,2505,0,0,0,0.0,0,0,20914,3485.6666666666665,6372,4318,9269,1544.8333333333333,2505,0.44317475496055464,0.17427461960235321
30000,1,3,1,44,0,0,0,0,0,0,10056,11387,12192,12986,13775,14393,1500,1300,1000,1000,1000,1000,0,0,0,0.0,0,0,74789,12464.833333333334,14393,-4337,6800,1133.3333333333333,1500,0.09092124615590319,0.4154805950912748
420000,1,1,1,32,1,-2,-2,-2,-1,-1,8120,2205,-94,6300,1047,67631,1011,0,6394,1047,67643,2005,0,1,1,0.16666666666666666,1,0,85209,14201.5,67631,-59511,78100,13016.666666666666,67643,0.9165590893087666,0.03381301473091731
370000,2,1,2,28,0,0,0,0,0,0,68452,71014,72547,74501,76058,77572,3513,3046,3000,2589,2603,2695,0,0,0,0.0,0,0,440144,73357.33333333333,77572,-9120,17446,2907.6666666666665,3513,0.03963693782730691,0.19826252721839488
60000,1,2,2,35,1,2,0,-1,-1,0,62522,60932,113580,673,28976,29719,0,1680,2752,59358,1231,1200,0,2,2,0.5,1,1,296402,49400.333333333336,113580,32803,66221,11036.833333333334,59358,0.22341541752276461,0.8233251668027756
180000,1,2,2,43,0,0,0,0,0,0,106765,99297,69691,71234,72930,75734,10000,5000,2703,3000,4013,10000,0,0,0,0.0,0,0,495651,82608.5,106765,31031,34716,5786.0,10000,0.07004107720739551,0.458933561480214
90000,2,3,2,25,0,0,0,0,0,0,16977,19612,5613,5613,10113,10113,3000,3000,0,4500,0,3440,0,0,0,0.0,0,0,68041,11340.166666666666,19612,6864,13940,2323.3333333333335,4500,0.2048734605096852,0.1260004518468313
250000,2,2,2,24,2,0,0,0,0,0,69770,70954,70681,69497,41367,17004,3562,1914,1517,2000,8001,295,1,1,2,0.3333333333333333,1,1,339273,56545.5,70954,52766,17289,2881.5,8001,0.0509588120516161,0.2261810952756189
30000,2,1,2,25,0,0,0,0,0,-2,25115,26287,26602,21000,0,0,1886,1620,0,0,0,0,1,0,0,0.0,0,0,99004,16500.666666666668,26602,25115,3506,584.3333333333334,1886,0.03541235291146912,0.5500038887592636
140000,1,1,1,41,-1,-1,-1,-2,-2,-1,4523,12171,0,0,0,10832,12171,0,0,0,10832,0,0,0,0,0.0,0,0,27526,4587.666666666667,12171,-6309,23003,3833.8333333333335,12171,0.835652268681658,0.03276881355609365
180000,2,1,2,26,0,0,0,0,0,0,51699,48469,49553,49772,50829,51234,2200,2200,2000,2000,2100,1600,0,0,0,0.0,0,0,301556,50259.333333333336,51699,465,12100,2016.6666666666667,2200,0.040125084146612415,0.27921696731314455
70000,2,1,2,30,0,0,0,0,0,2,12196,13291,14563,14625,15589,15189,1300,1500,600,1200,0,600,0,1,2,0.3333333333333333,0,1,85453,14242.166666666666,15589,-2993,5200,866.6666666666666,1500,0.06085145224331219,0.2034566172864197
320000,2,2,2,36,-2,-2,-2,-2,-2,-2,29862,33785,4900,15813,0,0,5000,4905,15873,0,0,21657,1,0,0,0.0,0,0,84360,14060.0,33785,29862,47435,7905.833333333333,21657,0.5622858903995922,0.043937362695741576
150000,1,1,2,28,1,-2,-2,-1,0,0,0,0,0,65696,67148,68460,0,0,65696,3000,3000,4000,0,1,1,0.16666666666666666,1,0,201304,33550.666666666664,68460,-68460,75696,12616.0,65696,0.3760264275601699,0.22366961998031124
20000,1,2,2,29,0,0,0,0,0,-2,3785,4871,7817,7977,0,0,1154,3100,160,0,0,0,1,0,0,0.0,0,0,24450,4075.0,7977,3785,4414,735.6666666666666,3100,0.18052431393399043,0.20373981300934954
30000,1,1,2,25,0,0,0,0,0,0,19041,20232,21293,22040,22786,23410,1500,1400,1100,1100,1003,2000,1,0,0,0.0,0,0,128802,21467.0,23410,-4369,8103,1350.5,2000,0.06291002538760743,0.715542815239492
500000,1,1,2,31,0,0,-1,0,0,0,239824,226716,115610,89359,63609,123128,5614,118640,5841,6000,100000,5000,0,0,0,0.0,0,0,858246,143041.0,239824,116696,241095,40182.5,118640,0.2809156338443362,0.28608142783714435
30000,2,2,2,22,2,2,2,-1,-1,2,200,200,200,29847,30089,27957,0,0,29847,340,0,0,0,4,2,1.3333333333333333,1,4,88493,14748.833333333334,30089,-27757,30187,5031.166666666667,29847,0.3411191719212602,0.4916113907314201
50000,1,2,3,41,-1,-1,0,0,0,0,780,12667,6713,6452,6188,4048,12667,1055,184,182,153,100,0,0,0,0.0,0,0,36848,6141.333333333333,12667,-3268,14341,2390.1666666666665,12667,0.3891828814893213,0.122824210182463
20000,1,3,1,44,0,0,0,0,0,0,5855,6874,8037,8253,8427,9468,1122,1285,500,307,1182,0,0,0,0,0.0,0,0,46914,7819.0,9468,-3613,4396,732.6666666666666,1285,0.09370137482681445,0.39093045347732613
10000,2,3,1,51,2,2,-2,-2,-2,-1,103,-677,-677,-1067,-747,71,0,0,0,1100,818,1418,1,2,2,0.6666666666666666,1,2,-2994,-499.0,103,32,3336,556.0,1418,1.1138564273789648,-0.04989501049895011
500000,2,3,1,45,-2,-2,-2,-2,-2,-2,338,338,98,522,285,950,338,98,522,285,950,285,0,0,0,0.0,0,0,2531,421.8333333333333,950,-612,2478,413.0,950,0.9786729857819905,0.0008436649793367079
20000,1,1,2,25,2,2,4,4,3,2,2902,6888,7638,7388,6991,33327,4200,1000,0,0,27150,900,1,6,4,2.8333333333333335,1,6,65134,10855.666666666666,33327,-30425,33250,5541.666666666667,27150,0.5104782375067168,0.5427561955235571
200000,2,1,1,28,0,0,0,0,0,0,40559,44565,46815,52978,53970,56064,5000,3000,7000,2000,3000,3000,0,0,0,0.0,0,0,294951,49158.5,56064,-15505,23000,3833.3333333333335,7000,0.07797878976918278,0.2457912710436448
10000,1,2,1,31,0,0,0,2,0,0,6106,7199,10215,9943,9758,9335,1200,4442,0,1200,1200,0,0,1,2,0.3333333333333333,0,1,52556,8759.333333333334,10215,-3229,8042,1340.3333333333333,4442,0.15301482200277794,0.8758457487584576
50000,2,3,1,43,2,2,2,2,2,2,44865,46760,47390,44520,45310,44430,2923,1700,0,3500,0,2000,1,6,2,2.0,1,6,273275,45545.833333333336,47390,435,10123,1687.1666666666667,3500,0.03704313587728158,0.9108984486976928
320000,2,2,1,35,-1,0,0,0,0,0,177391,182132,101849,92474,95279,77536,8200,4364,18000,4000,2576,5000,0,0,0,0.0,0,0,726661,121110.16666666667,182132,99855,42140,7023.333333333333,18000,0.057991198108611704,0.378468088120558
50000,1,2,1,41,0,0,0,-2,-2,-1,48729,19598,0,0,0,402,1000,402,0,0,402,19603,0,0,0,0.0,0,0,68729,11454.833333333334,48729,48327,21407,3567.8333333333335,19603,0.3114651534991998,0.22909208482497018
30000,2,1,1,41,0,0,0,0,0,-2,15636,4542,4075,3668,0,0,2000,1000,1000,1000,1800,0,0,0,0,0.0,0,0,27921,4653.5,15636,15636,6800,1133.3333333333333,2000,0.24353556335506052,0.15511149628345722
110000,1,3,2,36,-1,-1,-1,-2,-2,-2,2509,1260,0,0,0,0,1260,0,0,0,0,0,1,0,0,0.0,0,0,3769,628.1666666666666,2509,2509,1260,210.0,1260,0.33421750663129973,0.005710554146477456
50000,2,1,1,35,1,-1,-1,0,0,-2,0,354,134,134,0,0,354,134,0,0,0,190,0,1,1,0.16666666666666666,1,0,622,103.66666666666667,354,0,678,113.0,354,1.088282504012841,0.0020732918674959836
140000,2,1,2,29,1,2,0,0,0,0,112592,108669,110174,111079,113439,114983,0,5500,4900,5000,4112,4500,0,2,2,0.5,1,1,670936,111822.66666666667,114983,-2391,24012,4002.0,5500,0.035788755129021056,0.7987276281359895
90000,2,1,1,44,-1,-1,-2,-2,-2,-2,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,539,89.83333333333333,539,539,0,0.0,0,0.0,0.0009981370577363954
60000,1,2,1,49,0,0,0,0,0,0,59578,66781,65508,17677,19481,19205,22000,2188,2501,2512,4005,2604,1,0,0,0.0,0,0,248230,41371.666666666664,66781,40373,35810,5968.333333333333,22000,0.14426078934540812,0.6895162858396804
20000,1,2,2,24,2,2,2,2,2,2,16276,16715,18327,17735,19446,18988,1000,2200,0,2000,0,1200,0,6,2,2.0,1,6,107487,17914.5,19446,-2712,6400,1066.6666666666667,2200,0.05954153021732658,0.8956802159892006
340000,2,1,1,62,0,0,0,0,0,0,509365,522309,534137,466565,466774,471573,20309,20137,16565,16774,21573,21000,0,0,0,0.0,0,0,2970723,495120.5,534137,37792,116358,19393.0,21573,0.039168229697541745,1.4562324816691716
30000,1,2,2,29,1,3,2,0,0,0,31986,31189,29634,28174,27307,24449,0,4,1020,1110,989,982,0,3,3,1.0,1,2,172739,28789.833333333332,31986,7537,4105,684.1666666666666,1110,0.023764038439272897,0.9596291234736619
170000,1,1,1,35,-1,-1,-1,-1,-1,-1,481,326,526,526,635,760,326,526,526,635,760,526,1,0,0,0.0,0,0,3254,542.3333333333334,760,-279,3299,549.8333333333334,760,1.0135176651305684,0.0031901773126824747
130000,1,1,1,45,2,0,0,2,2,2,53709,55244,58716,57174,61240,61284,3000,5000,0,5000,1200,3000,1,4,2,1.3333333333333333,1,4,347367,57894.5,61284,-7575,17200,2866.6666666666665,5000,0.04951521153358974,0.44533888200859995
250000,2,2,1,44,0,0,2,2,2,0,6107,8837,8535,10647,10352,12788,3000,0,3000,0,3000,3000,0,3,2,1.0,0,3,57266,9544.333333333334,12788,-6681,12000,2000.0,3000,0.20954476400020955,0.03817718062461084
200000,2,2,1,36,-1,-1,-1,-1,-1,-1,390,1308,1662,14490,34902,390,1308,1662,14987,34902,390,7500,0,0,0,0.0,0,0,53142,8857.0,34902,0,60749,10124.833333333334,34902,1.1431232711740023,0.04428477857610712
10000,2,2,1,49,0,0,0,0,0,0,3100,4116,5280,5543,5605,5717,1073,1237,500,300,205,300,1,0,0,0.0,0,0,29361,4893.5,5717,-2617,3615,602.5,1237,0.12311831619099517,0.4893010698930107
180000,2,2,2,29,-1,-1,-2,-2,-1,2,13936,0,0,0,1030,440,0,0,0,1030,0,0,0,1,2,0.3333333333333333,0,1,15406,2567.6666666666665,13936,13496,1030,171.66666666666666,1030,0.0668527292788992,0.01426473556628389
230000,2,1,2,29,-1,-1,-1,-1,-1,-1,8916,318,725,2586,3198,4260,318,725,2592,3198,4260,4944,0,0,0,0.0,0,0,20003,3333.8333333333335,8916,4656,16037,2672.8333333333335,4944,0.8016896620675865,0.014494864515081819
200000,2,3,1,45,-1,-1,-1,-1,-1,-1,11025,6959,887,1462,15195,17933,6959,887,1462,15195,17933,887,0,0,0,0.0,0,0,53461,8910.166666666666,17933,-6908,43323,7220.5,17933,0.8103512775429277,0.04455061058028043
90000,2,3,2,33,0,0,0,0,0,-1,130765,98506,94475,39368,34884,424,4800,4000,1000,698,424,26979,0,0,0,0.0,0,0,398422,66403.66666666667,130765,130341,37901,6316.833333333333,26979,0.09512754032774212,0.7378103206260672
